arch,seed,prior_precision,hessian_structure,temperature,link_approx,rotation,nll_id,ece_id,acc_id,brier_id,nll_ood,ece_ood,acc_ood,brier_ood
widelenet,123,1e-06,diag,1.0,probit,15,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,0.23488523066043854,0.11694991588592529,0.9717000126838684,0.0880226343870163
widelenet,123,1e-06,diag,1.0,probit,30,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,0.5700556039810181,0.16051805019378662,0.8859999775886536,0.2365662157535553
widelenet,123,1e-06,diag,1.0,probit,45,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,1.2627686262130737,0.15896907448768616,0.6789000034332275,0.5202472805976868
widelenet,123,1e-06,diag,1.0,probit,60,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,1.9594779014587402,0.11437202990055084,0.421999990940094,0.7766820192337036
widelenet,123,1e-06,diag,1.0,probit,90,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,2.6599793434143066,0.1624266803264618,0.18119999766349792,0.9659391641616821
widelenet,123,1e-06,diag,1.0,probit,120,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,2.827019453048706,0.20443034172058105,0.258899986743927,0.9955580234527588
widelenet,123,1e-06,diag,1.0,probit,160,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,2.7955965995788574,0.27530983090400696,0.3292999863624573,0.9703503847122192
widelenet,123,1e-06,diag,1.0,probit,180,0.1171836405992508,0.07287715375423431,0.9912999868392944,0.03735440596938133,2.8602657318115234,0.2509322464466095,0.38019999861717224,0.9261353611946106
widelenet,0,1e-06,diag,1.0,bridge,5,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,11.365954399108887,0.5869088768959045,0.3889000117778778,1.1889435052871704
widelenet,0,1e-06,diag,1.0,bridge,15,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,8.824775695800781,0.5344262719154358,0.4318000078201294,1.0893946886062622
widelenet,0,1e-06,diag,1.0,bridge,30,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,10.480575561523438,0.5998047590255737,0.3619000017642975,1.2251557111740112
widelenet,0,1e-06,diag,1.0,bridge,45,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,13.493903160095215,0.7061070203781128,0.25270000100135803,1.4398239850997925
widelenet,0,1e-06,diag,1.0,bridge,60,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,16.2529239654541,0.8006783723831177,0.1565999984741211,1.6273714303970337
widelenet,0,1e-06,diag,1.0,bridge,90,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,21.017799377441406,0.8857783079147339,0.08139999955892563,1.7918726205825806
widelenet,0,1e-06,diag,1.0,bridge,120,11.199195861816406,0.5622942447662354,0.4122999906539917,1.1452789306640625,17.69916534423828,0.825000524520874,0.1225999966263771,1.6790666580200195
